removed_feature,set,rep,rmse,accuracy,r2
Mexp,Development,9,0.007738208864907957,0.4748772598929653,0.22229678184537605
Mexp,Test,9,0.007768985331001513,0.49010742939827046,0.23805016462165596
Sexp,Train,9,0.007842943437139848,0.5040705944705245,0.2118711983682391
Sexp,Development,9,0.00802371639818704,0.44964894270099404,0.16385010322238547
Sexp,Test,9,0.008044664486321998,0.4773047056660252,0.18301581689614077
winLen,Train,9,0.007786147868555636,0.4801378131896949,0.2232445171720946
winLen,Development,9,0.007898791170539545,0.44012988399430525,0.18968427923045816
winLen,Test,9,0.007995116350584183,0.4441591399796457,0.19304864855519488
geneLen,Train,9,0.00765265243586376,0.5014229032693972,0.24965151259084395
geneLen,Development,9,0.007874371220451731,0.4413229639097188,0.19468688808088386
geneLen,Test,9,0.007857176227553709,0.47033455854848655,0.22065318540942214
